"Date of
 Encashment",Name of the Political Party,Denomination
10 January 2022,BIHAR PRADESH JANTA DAL(UNITED),10000000
10 January 2022,BIHAR PRADESH JANTA DAL(UNITED),10000000
10 January 2022,BIHAR PRADESH JANTA DAL(UNITED),10000000
10 January 2022,BIHAR PRADESH JANTA DAL(UNITED),10000000
10 January 2022,BIHAR PRADESH JANTA DAL(UNITED),10000000
10 January 2022,BIHAR PRADESH JANTA DAL(UNITED),10000000
10 January 2022,BIHAR PRADESH JANTA DAL(UNITED),10000000
10 January 2022,BIHAR PRADESH JANTA DAL(UNITED),10000000
10 January 2022,BIHAR PRADESH JANTA DAL(UNITED),10000000
10 January 2022,BIHAR PRADESH JANTA DAL(UNITED),10000000
10 January 2022,BIJU JANATA DAL,10000000
10 January 2022,BIJU JANATA DAL,10000000
10 January 2022,BIJU JANATA DAL,10000000
10 January 2022,BIJU JANATA DAL,10000000
10 January 2022,BIJU JANATA DAL,10000000
10 January 2022,BIJU JANATA DAL,10000000
10 January 2022,BIJU JANATA DAL,10000000
10 January 2022,BIJU JANATA DAL,10000000
10 January 2022,BIJU JANATA DAL,10000000
10 January 2022,BIJU JANATA DAL,10000000
10 January 2022,BIJU JANATA DAL,10000000
10 January 2022,BIJU JANATA DAL,10000000
10 January 2022,BIJU JANATA DAL,10000000
10 January 2022,BIJU JANATA DAL,10000000
10 January 2022,BIJU JANATA DAL,10000000
10 January 2022,BIJU JANATA DAL,10000000
10 January 2022,BIJU JANATA DAL,10000000
10 January 2022,BIJU JANATA DAL,10000000
10 January 2022,BIJU JANATA DAL,10000000
10 January 2022,BIJU JANATA DAL,10000000
10 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
10 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
10 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
10 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
10 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
10 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
10 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
10 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
10 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
10 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
10 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
10 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
10 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
10 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
10 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
10 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
10 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
10 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
10 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
10 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
11 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
11 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
11 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
11 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
11 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
11 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
11 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
11 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
11 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
11 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
11 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
11 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
11 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
11 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
11 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
11 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
11 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
11 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
11 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
11 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
11 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
11 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
11 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
11 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
11 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
11 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
11 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
11 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
11 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
11 January 2022,BIJU JANATA DAL,10000000
11 January 2022,BIJU JANATA DAL,10000000
11 January 2022,BIJU JANATA DAL,10000000
11 January 2022,BIJU JANATA DAL,10000000
11 January 2022,BIJU JANATA DAL,10000000
11 January 2022,BIJU JANATA DAL,10000000
11 January 2022,BIJU JANATA DAL,10000000
11 January 2022,BIJU JANATA DAL,10000000
11 January 2022,BIJU JANATA DAL,10000000
11 January 2022,BIJU JANATA DAL,10000000
11 January 2022,BIJU JANATA DAL,10000000
11 January 2022,BIJU JANATA DAL,10000000
11 January 2022,BIJU JANATA DAL,10000000
11 January 2022,BIJU JANATA DAL,10000000
11 January 2022,BIJU JANATA DAL,10000000
11 January 2022,BIJU JANATA DAL,10000000
11 January 2022,BIJU JANATA DAL,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,DMK PARTY IN PARLIAMENT,10000000
11 January 2022,NATIONALIST CONGRESS PARTY PARLIAMENT OF,10000000
11 January 2022,NATIONALIST CONGRESS PARTY PARLIAMENT OF,10000000
11 January 2022,NATIONALIST CONGRESS PARTY PARLIAMENT OF,10000000
11 January 2022,NATIONALIST CONGRESS PARTY PARLIAMENT OF,10000000
11 January 2022,NATIONALIST CONGRESS PARTY PARLIAMENT OF,10000000
11 January 2022,NATIONALIST CONGRESS PARTY PARLIAMENT OF,10000000
11 January 2022,NATIONALIST CONGRESS PARTY PARLIAMENT OF,10000000
11 January 2022,NATIONALIST CONGRESS PARTY PARLIAMENT OF,10000000
11 January 2022,NATIONALIST CONGRESS PARTY PARLIAMENT OF,10000000
11 January 2022,NATIONALIST CONGRESS PARTY PARLIAMENT OF,10000000
11 January 2022,SHIVSENA (POLITICAL PARTY),10000000
11 January 2022,SHIVSENA (POLITICAL PARTY),10000000
11 January 2022,SHIVSENA (POLITICAL PARTY),10000000
11 January 2022,SHIVSENA (POLITICAL PARTY),10000000
12 January 2022,AAM AADMI PARTY,100000
12 January 2022,AAM AADMI PARTY,100000
12 January 2022,AAM AADMI PARTY,100000
12 January 2022,AAM AADMI PARTY,1000000
12 January 2022,AAM AADMI PARTY,100000
12 January 2022,AAM AADMI PARTY,100000
12 January 2022,AAM AADMI PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,100000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,100000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,100000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,100000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,100000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,BHARTIYA JANTA PARTY,10000000
12 January 2022,BHARTIYA JANTA PARTY,1000000
12 January 2022,GOA FORWARD PARTY,100000
12 January 2022,GOA FORWARD PARTY,100000
12 January 2022,GOA FORWARD PARTY,100000
12 January 2022,GOA FORWARD PARTY,100000
12 January 2022,GOA FORWARD PARTY,100000
12 January 2022,GOA FORWARD PARTY,1000000
12 January 2022,GOA FORWARD PARTY,100000
12 January 2022,GOA FORWARD PARTY,100000
12 January 2022,GOA FORWARD PARTY,100000
12 January 2022,GOA FORWARD PARTY,100000
12 January 2022,GOA FORWARD PARTY,1000000
12 January 2022,GOA FORWARD PARTY,100000
12 January 2022,GOA FORWARD PARTY,100000
12 January 2022,GOA FORWARD PARTY,100000
12 January 2022,GOA FORWARD PARTY,100000
12 January 2022,GOA FORWARD PARTY,100000
12 January 2022,GOA FORWARD PARTY,100000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
