"Date of
 Encashment",Name of the Political Party,Denomination
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
12 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
13 January 2022,ADYAKSHA SAMAJVADI PARTY,10000000
13 January 2022,ADYAKSHA SAMAJVADI PARTY,10000000
13 January 2022,ADYAKSHA SAMAJVADI PARTY,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
13 January 2022,BIJU JANATA DAL,1000000
13 January 2022,BIJU JANATA DAL,1000000
13 January 2022,BIJU JANATA DAL,1000000
13 January 2022,BIJU JANATA DAL,1000000
13 January 2022,BIJU JANATA DAL,1000000
13 January 2022,BIJU JANATA DAL,1000000
13 January 2022,BIJU JANATA DAL,1000000
13 January 2022,BIJU JANATA DAL,1000000
13 January 2022,BIJU JANATA DAL,1000000
13 January 2022,BIJU JANATA DAL,1000000
13 January 2022,BIJU JANATA DAL,1000000
13 January 2022,BIJU JANATA DAL,1000000
13 January 2022,BIJU JANATA DAL,1000000
13 January 2022,BIJU JANATA DAL,1000000
13 January 2022,BIJU JANATA DAL,1000000
13 January 2022,BIJU JANATA DAL,1000000
13 January 2022,BIJU JANATA DAL,1000000
13 January 2022,BIJU JANATA DAL,1000000
13 January 2022,BIJU JANATA DAL,1000000
13 January 2022,BIJU JANATA DAL,1000000
13 January 2022,BIJU JANATA DAL,1000000
13 January 2022,BIJU JANATA DAL,1000000
13 January 2022,BIJU JANATA DAL,1000000
13 January 2022,BIJU JANATA DAL,1000000
13 January 2022,BIJU JANATA DAL,1000000
13 January 2022,BIJU JANATA DAL,1000000
13 January 2022,BIJU JANATA DAL,1000000
13 January 2022,BIJU JANATA DAL,1000000
13 January 2022,BIJU JANATA DAL,1000000
13 January 2022,BIJU JANATA DAL,1000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",10000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",1000000
13 January 2022,"PRESIDENT, ALL INDIA CONGRESS COMMITTEE",100000
14 January 2022,AAM AADMI PARTY,1000000
14 January 2022,AAM AADMI PARTY,1000000
14 January 2022,AAM AADMI PARTY,1000000
14 January 2022,AAM AADMI PARTY,1000000
14 January 2022,AAM AADMI PARTY,1000000
14 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
14 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
14 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
14 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
14 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
14 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
14 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
14 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
14 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
14 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
14 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
14 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
14 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
14 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
14 January 2022,ALL INDIA TRINAMOOL CONGRESS,10000000
